,Unnamed: 0,img_url,description
1163,1163,/us/en/images/products/ikea-piece-cookware-set__0710403_PE727527_S4.JPG,"Suitable for all types of cooktops, including induction cooktops. 15 and 5 year Limited Warranty. Read about the terms in the Limited Warranty brochure. Frying pan with Teflon® Professional, our best nonstick coating; for cooks that place high demands on your pans. Heat spreads evenly over the bottom and sides, since the frying pan has a layer of aluminum between two layers of stainless steel which are equally thick across the entire pan. The graduated interior of the pot and saucepan makes it easy to measure liquids directly in the pans. The pot and saucepan have a thick base with one layer of aluminum between two layers of stainless steel. Gives an even and energyefficient heat, which reduces the risk of food burning and sticking. Steam vent reduces pressure so that food does not easily boil over. Made of stainless steel, which makes the pans durable and easy to clean."
2474,2474,/us/en/images/products/skanka-pot-with-lid-gray__0084585_PE211397_S4.JPG,"The pan has extra thick walls and base, which distribute the heat evenly. Thick base prevents food from easily burning and sticking to the pan. The pan's low weight makes it easy to handle when filled with food. Made from aluminum, which spreads heat evenly and energy efficiently, and makes it easier to regulate heat so the food does not burn and stick. Treated with Teflon® Select, a hardwearing nonstick coating that allows cooking with little fat and makes cleaning easy. The lid can be locked on, so water can be poured out through the holes in the lid. Comfortable handles make the cookware easy to lift. The pan has a rounded interior, which makes stirring and beating easy. PFOA free."
63,63,/us/en/images/products/arstid-ceiling-lamp-white__0607745_PE683174_S4.JPG,Diffused light that provides good general light in the room.
2134,2134,/us/en/images/products/kex-biscuits__0119069_PE275212_S4.JPG,Wholemeal biscuits for kids. Just the right size for their little hands!
1493,1493,/us/en/images/products/kungsfors-rail__0681621_PE720208_S4.JPG,Saves space on the countertop Can also be used as a towel rail or a pot lid rack. You can free up space on your countertop by hanging accessories on the rail. Can be used in high humidity areas.
472,472,/us/en/images/products/rosti-potato-fritters-frozen__66957_PE180435_S4.jpg,"Grated raw potatoes, fried as a pancake. Serve with any meat, fish or poultry. Just heat and serve!"
360,360,/us/en/images/products/leifarne-armchair-yellow__0745144_PE743603_S4.JPG,"You sit comfortably thanks to the restful flexibility of the scooped seat and shaped back. The selfadjusting plastic feet adds stability to the chair. A special surface treatment on the seat prevents you from sliding. Can be hung with the armrests on a table top for easy cleaning. You sit comfortably thanks to the armrests. Durable and hardwearing.  Meets the requirements on furniture for public use. You can stack the chairs, so they take less space when you're not using them."
404,404,/us/en/images/products/djungelskog-duvet-cover-and-pillowcase-s-blue__0688482_PE722447_S4.JPG,"Made from 100% sustainably grown cotton, a natural and durable material that gets softer with every wash. Tested and contains no substances, phthalates or chemicals that can harm your child's skin or health. The fabric is tightlywoven, which makes the bedding extra durable. The zipper keeps the quilt in place. The zippers on our children's products have no pull tabs. This makes them safer for small children, but just as easy to open for older children. Easy to keep clean; machine wash hot (140°F)."
3348,3348,/us/en/images/products/variera-utensil-holder-white__0312699_PE513083_S4.JPG,Helps you make maximum use of the space in the drawer by allowing you to store your utensils vertically. Easy to use by hanging on the side of the drawer. Designed to hold even large kitchen utensils. Rounded corners for easy cleaning. Helps organize things in the drawer. Makes it easier to organize and find what you need in the drawer.
957,957,/us/en/images/products/havsta-storage-combination-w-glass-doors-white__0720158_PE732452_S4.JPG,"Made of wood from sustainable sources. Solid pine with crafted details and a brushed surface gives a genuine, sturdy feeling, a timeless look and it will age gracefully. Glass doors keep your finest items free from dust but still visible. The height of the furniture allows the top to be used as a display surface, so you can show even more of your favorite things. The shelves in tempered glass with wooden edges are durable and give the furniture a slim, light and airy look. The doors close quietly and softly thanks to the integrated softclosing function. The toekicks give HAVSTA a classic, timeless and uniform look. The surface is durable and easy to keep clean. Scandinavian design with clean simple lines makes it easy to combine the cabinet with furniture in different styles. Tempered glass is more impact resistant than ordinary glass. Solid wood is natural, renewable and separable material. Matches other furniture in the HAVSTA series."
1582,1582,/us/en/images/products/langfjall-office-chair-green__0725826_PE735064_S4.JPG,"An ergonomic office chair with lightly curved lines, attention to the sewn details and an easytouse mechanism hidden under the seat to highlight the design. The safety casters have a pressuresensitive brake mechanism that keeps the chair in place when you stand up, and releases automatically when you sit down. You can lean back with perfect balance, as the tilt tension mechanism is easy to adjust with an Allen key to suit your weight and movements. Your back gets support and extra relief from the builtin lumbar support. You easily find a comfortable seating posture thanks to the adjustable height and generous coldfoam seat. 10year Limited Warranty. Read about the terms in the Limited Warranty brochure."
1688,1688,/us/en/images/products/lidhult-loveseat-sleeper-section__0662186_PE711762_S4.JPG,"You sit comfortably thanks to the pocket springs that support the right places and follow the body exactly. The sofa feels extra soft and cozy to sit in thanks to the top layer of ball fiber. The high back and neck support increase comfort. This sofa converts quickly and easily into a spacious bed when you remove the back cushions and pull out the underframe. You can use the sofa's back cushions to get a comfortable back support to lean against in the bed. The embracing mattress in resilient foam provides support for your entire body and the slatted bed base in layerglued birch senses your weight and makes the mattress more flexible. The cover in cotton and polyester fabric is dyed in different tones, which gives it a nice effect. The strong and durable woven quality gives the fabric a clear texture. The cover is easy to keep clean since it is removable and machine washable. 10year limited warrranty. Read about the terms in the limited warranty brochure."
2971,2971,/us/en/images/products/fardrup-rug-gray__0310017_PE429048_S4.JPG,"The rug is super soft, warm and cozy. Ideal on the floor or draped across your favorite armchair."
637,637,/us/en/images/products/fintorp-condiment-stand-white__0712556_PE728912_S4.JPG,"Helps free up space on your countertop while keeping oil and seasonings close at hand. Can be hung on FINTORP rail using FINTORP hooks, or kept freestanding on the table or windowsill."
116,116,/us/en/images/products/backig-bowl-black__0714490_PE730102_S4.JPG,"Made of tempered glass, which makes the bowl durable and extra resistant to impact."
855,855,/us/en/images/products/gronlid-cover-for-loveseat-green__0570967_PE666612_S4.JPG,"LJUNGEN is a durable cover made of a polyester fabric with a soft, velvety surface and a slightly reflective luster."
2981,2981,/us/en/images/products/berta-ruta-fabric-white__0598086_PE677453_S4.JPG,Yarndyed fabric. The pattern is visible on both sides.
384,384,/us/en/images/products/dalshult-underframe__0736959_PE740823_S4.JPG,Solid wood is a hardwearing natural material that can take the wear and tear of everyday use.
1804,1804,/us/en/images/products/malm-bed-frame-high__0638608_PE699032_S4.JPG,"Wood veneer gives you the same look, feel and beauty as solid wood with unique variations in grain, color and texture. This versatile bed frame will look great with your choice of textiles and bedroom furniture. You can sit up comfortably in bed thanks to the high headboard – just prop some pillows behind your back and you will have a comfortable place to read or watch TV. You can easily vacuum under the bed frame to keep the space clean and dustfree. Adjustable bed sides allow you to use mattresses of different thicknesses. 17 layerglued slats adjust to your body weight and increase the suppleness of the mattress."
2091,2091,/us/en/images/products/sockerkaka-baking-mat-and-knife-blue__0711885_PE728537_S4.JPG,The baking mat protects the table top and provides a nonstick surface for the pastry. Use the stamp on the end of the knife to put heartshaped indentations in your cookies and fill them with chocolate or jam. There’s a conversion table on one side of the mat that converts weights and volumes to different measurement units. Make creative decorations on your cakes with the help of the stencils on the mat – one side for children and one for adults.
299,299,/us/en/images/products/dinera-piece-dinnerware-set-pink__0720481_PE732580_S4.JPG,"With its simple shapes, muted colors and matt glaze, the dinnerware gives a rustic feel to your table setting."
662,662,/us/en/images/products/fixa-screwdriver-lithium-ion__0711972_PE728600_S4.JPG,"Cordless screwdriver with bit holder. Onoff switch, which also works as a switch for rotation to the right/left. Builtin lithiumion battery with low selfdischarge rate so the power tool is ready to use whenever you need it. Electronic Cell Protection (ECP) prevents the battery from deep discharge, overloading and overheating, which could damage the battery. Easy to grip handle of soft synthetic rubber."
2142,2142,/us/en/images/products/patar-ground-coffee-medium-roast__0559007_PE661718_S4.JPG,"Fresh and fruity medium roast with notes of chocolate and vanilla. An extraordinary singleorigin coffee with a unique story to tell. Premium coffee with a purpose. IKEA and Ugandan coffee farmers growing together through business, not charity. Every cup matters. Organic food production aims at sustaining farming practices that are better for people and the planet. UTZ certified coffee: ensures sustainable farming standards and fair conditions for workers. You can easily check the origin of the coffee beans by visiting www.utz.org/IKEA."
442,442,/us/en/images/products/duktig-doll-bed-with-bedlinen-set-multicolor__0712351_PE728756_S4.JPG,Encourages role play.
1741,1741,/us/en/images/products/lixhult-storage-combination-gray__0622553_PE690616_S4.JPG,"Keep track of important papers, letters and newspapers by sorting them on the inside of the cabinet door. Helps you keep track of small items like chargers, keys and wallets, or more bulky items like handbags and toys. The cabinet can be used either with the included legs or be placed on the floor."
935,935,/us/en/images/products/havsta-cabinet-white__0720108_PE732422_S4.JPG,"You can mount this stackable unit on a 18½"" deep cabinet to create a vertical combination, or convert it into a standalone by adding the toekick in compatible size."
1619,1619,/us/en/images/products/lattjo-soft-toy-orange__0520270_PE642054_S4.JPG,"A soft skateboard is nice to cuddle with or lean your head against after a tough day of kickflips and tricks on the halfpipe. The soft polyester filling retains its shape, even when the skateboard enthusiast falls asleep with their helmet on."
2678,2678,/us/en/images/products/stocksund-cover-for-bench-multicolor__0617828_PE688236_S4.JPG,"SEGERSTA cover is made of cotton and polyester and is a very durable fabric, with a woven checkered pattern and a soft, smooth surface."
2108,2108,/us/en/images/products/berakna-vase__0639826_PE699591_S4.JPG,You can easily make a beautiful floral arrangement with just a single flower or a twig since the opening of the vase is small. The glass vase is mouth blown by a skilled craftsperson.
1427,1427,/us/en/images/products/klappa-baby-gym__0619189_PE688974_S4.JPG,"Reaching out for toys stimulates a baby's development of handeye coordination. The ladybug, butterfly and frog are happy to hang in the gym, but they’re also removable if your baby wants to hug and play with them up close. We promise they can handle curious fingers and wet kisses. Movement and sharp contrasts stimulate the baby's eyesight."
2705,2705,/us/en/images/products/strimmig-mug-gray__0736543_PE740604_S4.JPG,"The drainage gates on the underside transport water away that may otherwise accumulate when the mug is upside down in the dishwasher. Create a colorful table setting with STRIMIG tableware or match parts of the series with other porcelain. The flower patterns are inspired by Scandinavian flora and Japanese simplicity, making the look modern and clean with a crafted feel."
2238,2238,/us/en/images/products/rimforsa-holder-for-containers__0713280_PE729390_S4.JPG,The holder can be placed on your countertop or hung on the wall to free up more space. Made from a durable material to endure everyday use.
2335,2335,/us/en/images/products/silveran-mirror-cabinet-white__0721647_PE733320_S4.JPG,"You can mount the door to open from the right or left. Perfect in a small bathroom. The mirror comes with safety film on the back, which reduces the risk of injury if the glass is broken."
2158,2158,/us/en/images/products/pjatteryd-picture__0705222_PE725463_S4.JPG,Motif created by Joseph Eta. You can personalize your home with artwork that expresses your style.
2903,2903,/us/en/images/products/annakajsa-room-darkening-curtains-pair-gray__0542695_PE654209_S4.JPG,The thick curtains darken the room and provide privacy by preventing people outside from seeing into the room. Effective at keeping out both drafts in the winter and heat in the summer. The curtains can be used on a curtain rod or a curtain track. The heading tape makes it easy for you to create pleats using RIKTIG curtain hooks. You can hang the curtains on a curtain rod through the hidden tabs or with rings and hooks.
2502,2502,/us/en/images/products/skubb-storage-case-white__0711196_PE728065_S4.JPG,"You can even keep the storage case under the bed – perfect for extra bed linens, pillows or covers. Protects your clothes and bed linen from dust. Easy to pull out as the storage case has a handle on the side. Your stored clothes and textiles stay fresh longer, as ventilation nets in the corners allow air to circulate. When you don’t need the storage case and want to save space, simply open the hook and loop fasteners on the sides and fold it flat."
133,133,/us/en/images/products/racka-hugad-double-curtain-rod-combination-white__0602133_PE680198_S4.JPG,"You can combine two layers of curtains, one thick and one thin, using the double rod. The length is adjustable."
3383,3383,/us/en/images/products/vidga-panel-curtain-holder-white__0603499_PE680830_S4.JPG,To be used for panel curtains to assure they hang smooth and straight.
1907,1907,/us/en/images/products/nordkisa-open-wardrobe-with-sliding-door__0756080_PE748763_S4.JPG,"This versatile wardrobe may be placed against a wall, at the end of your bed or as a room divider. It’s multifunctional and can be used to store clothes or even everyday things such as books, blankets or decorative objects. NORDKISA series in bamboo coordinates beautifully with both our NORDLI and ELVARLI storage series."
2383,2383,/us/en/images/products/sjalland-bar-table-and-bar-stools-outdoor-beige__0592124_PE674381_S4.JPG,"You can choose between tabletops in different materials, depending on what suits you and your patio ‒ and if you prefer a maintenancefree material like aluminum or the warmth of durable eucalyptus. The materials in this outdoor furniture require no maintenance. Easy to keep clean – just wipe with a damp cloth. The furniture is sturdy, lightweight and maintenancefree, as it is made of rustproof aluminum."
32,32,/us/en/images/products/arkelstorp-console-table-black__0260736_PE404587_S4.JPG,"Solid wood is a durable natural material. Separate shelf for magazines, etc. helps you keep your things organized and the table top clear."
1370,1370,/us/en/images/products/kallax-insert-for-bottles-white__0582402_PE670691_S4.JPG,Easy to assemble without tools or screws.
1443,1443,/us/en/images/products/knoppang-frame-white__0660801_PE711210_S4.JPG,"Can be used hanging or standing, both horizontally and vertically, to fit in the space available. Can also be used without the mat for a larger picture. The mat is acidfree and will not discolor the picture. Front protection in plastic makes the frame safer to use."
197,197,/us/en/images/products/bittergurka-watering-can-white__0635846_PE697468_S4.JPG,"The watering can is both functional and decorative, with a tall slim shape that resembles the trunk of a birch tree."
2202,2202,/us/en/images/products/poang-ottoman-black__37838_PE129795_S4.jpg,"The frame is made of layerglued bent birch which is a very strong and durable material. A variety of seat cushion designs makes it easy to change the look of your POÄNG chair and your living room. Soft, durable and easy care leather which is practical for families with children. 10year limited warrranty. Read about the terms in the limited warranty brochure."
2689,2689,/us/en/images/products/storstabbe-box-with-compartments-beige__0711310_PE728148_S4.JPG,"Helps you organize socks, belts and jewelry in your wardrobe or chest of drawers."
244,244,/us/en/images/products/brimnes-bed-frame-with-storage-headboard-black__0637519_PE698355_S4.JPG,"Everything is kept close at hand with integrated storage in the headboard. Ample storage space is hidden neatly under the bed in 4 large drawers. Perfect for storing quilts, pillows and bed linen. The drawers are easy to roll out and in thanks to the casters on the base. Hide cables for lamps and chargers by feeding them through the holes on the top of the headboard. You can sit up comfortably in bed thanks to the high headboard; just prop some pillows behind your back and you will have a comfortable place to read or watch TV. This versatile bed frame will look great with your choice of textiles and bedroom furniture. Adjustable bed sides allow you to use mattresses of different thicknesses. 17 layerglued slats adjust to your body weight and increase the suppleness of the mattress."
2079,2079,/us/en/images/products/vardagen-bowl__0712939_PE729151_S4.JPG,"Simple yet timeless tableware with a traditional style, soft, round shapes and attention to detail that frames the food on your table well. A spout makes it easy to pour liquid out of the bowl. Stack the smaller sizes inside the larger of the same range, to save space when not in use."
227,227,/us/en/images/products/brimnes-tv-storage-combination-black__0724178_PE734352_S4.JPG,"This TV unit has large drawers that make it easy to keep remote controls, game controllers and other TV accessories organized. Adjustable shelves, so you can customize your storage as needed. Cable outlets make it easy to lead cables and cords out the back so they’re hidden from view but close at hand when you need them. With a glassdoor cabinet, you can show off as well as protect your glassware or your favorite collection. If you complete with cabinet lighting you get a nice light that shines through the glass shelves and creates a cozy atmosphere in the room."
1138,1138,/us/en/images/products/vardagen-carafe-with-lid__0711277_PE728115_S4.JPG,"Slim carafe with a practical lid, ideal for storing in the fridge door."
1167,1167,/us/en/images/products/ikea-grill-pan__0712824_PE729087_S4.JPG,"5 year Limited Warranty. Read about the terms in the Limited Warranty brochure. Suitable for all types of cooktops, including induction cooktops. Leaves appetizing grill stripes on the food. Made from aluminum, which spreads heat evenly and energy efficiently, and makes it easier to regulate heat so the food does not burn and stick. Treated with Teflon® Professional, our best nonstick coating; for those who place high demands on their pans. Can also be used in the oven since it is made entirely of metal."
1134,1134,/us/en/images/products/vardagen-milk-cream-pitcher-white__0711272_PE728110_S4.JPG,Simple yet timeless tableware with a traditional style and soft round shapes with attention to details.
774,774,/us/en/images/products/galant-storage-combination-w-sliding-doors-white__0651597_PE706960_S4.JPG,Integrated damper makes doors close silently and gently. Space behind the shelves makes it easy to collect and lead cords and cables to the cord outlet on the back.
1736,1736,/us/en/images/products/lixhult-cabinet-blue__0548210_PE657010_S4.JPG,"Create an asymmetric or unexpected storage solution and fill it with your things. Stack and combine as you please. Keep track of important papers, letters and newspapers by sorting them on the inside of the cabinet door. You can choose to install the door to the right or left, according to what fits the space best. The cabinet can be used either with the included legs or be placed on the floor. Helps you keep track of small items like chargers, keys and wallets, or more bulky items like handbags and toys."
107,107,/us/en/images/products/applaro-chair-outdoor__0665140_PE713007_S4.JPG,"The chair is easy to fold up and store, which makes it perfect for extra dinner guests. You can make your chair more comfortable and personal by adding a chair pad in a style you like. For added durability and so you can enjoy the natural expression of the wood, the furniture has been pretreated with several layers of semitransparent wood stain."
1315,1315,/us/en/images/products/industriell-chair-yellow__0579781_PE669908_S4.JPG,"You sit comfortably thanks to the chair's shaped back and seat. The included plastic feet protect the floor from scratches. If you want to create a living and exciting dining area, you can combine chairs in different colors with benches and tables from the INDUSTRIELL collection."
3321,3321,/us/en/images/products/variera-box-gray__0473350_PE614530_S4.JPG,"VARIERA box is easy to carry and take out of your kitchen drawers or shelves since it has two gripfriendly handles. Helps you keep the kitchen organized and store things like dry foods, coffee filters and olive oil. Easy access and good overview thanks to the lowered front. Combine with other VARIERA drawer organizers to customize the storage in your drawers. Makes is easier to keep track of small things and to find what you need. The plastic material and the rounded corners make the box easy to clean."
1898,1898,/us/en/images/products/njutning-scented-candle-in-glass-green__0637248_PE698187_S4.JPG,"A balanced and aromatic scent of fresh coriander, basil and mint. When the candle has burned itself out the cup can be used as a tealight holder. The candle is packaged in a decorative box, perfect to give as a present."
331,331,/us/en/images/products/mixtur-oven-serving-dish__0710707_PE727721_S4.JPG,"Stack the smaller sizes inside the larger of the same range, to save space when not in use."
1727,1727,/us/en/images/products/lisabo-tv-unit__0334606_PE523549_S4.JPG,"A TV bench with clean and simple lines and an extra shelf that holds a digital TV receiver or a DVD player. The table surface in ash veneer and legs in solid birch give a warm, natural feeling to your room. Easy to assemble as each leg has only one screw. Ash is a naturally durable material. The surface has been made even more durable by a protective coat of lacquer, which also helps it keep its natural wood feel. Each table has its own unique character due to the distinctive grain pattern."
1310,1310,/us/en/images/products/immeln-hook__0710521_PE727616_S4.JPG,"Includes suction cups that grip smooth surfaces such as glass, mirrors and tiles. Made of zinkplated steel, which is durable and rust resistant."
1986,1986,/us/en/images/products/ombyte-led-multi-use-light-beige__0746190_PE743872_S4.JPG,"You can choose the brightness by turning the two different parts of the lamp on or off. When you want to put the lamp away, just wrap the USB cable around the lamp and fix it in place."
3342,3342,/us/en/images/products/variera-utensil-tray-white__0391657_PE560243_S4.JPG,"Makes it easier to keep your cutlery and utensils organized, so you can quickly find what you need in the kitchen drawer and start cooking. Looks after your kitchen utensils and prevents them from getting scratches or other damages in the drawer. Fits MAXIMERA kitchen drawer perfectly, so you can utilize the full volume in all your kitchen drawers. The plastic material and the rounded corners make cleaning easier."
2478,2478,/us/en/images/products/skanka-frying-pan-gray__0712817_PE729080_S4.JPG,"Easy grip handle makes the pan easy to lift. The pan has extra thick walls and base, which distribute the heat evenly. Made from aluminum, which spreads heat evenly and energy efficiently, and makes it easier to regulate heat so the food does not burn and stick. Treated with Teflon® Select, a hardwearing nonstick coating that allows cooking with little fat and makes cleaning easy. The pan's low weight makes it easy to handle when filled with food."
2412,2412,/us/en/images/products/sjalland-table-outdoor-gray__0735816_PE740182_S4.JPG,"You can choose between tabletops in different materials, depending on what suits you and your patio ‒ and if you prefer a maintenancefree material like aluminum or the warmth of durable eucalyptus. The hole in the middle of the table top keeps your umbrella in place. The frame is made of rustproof aluminum which makes it sturdy, lightweight, and maintenance free. Easy to keep clean – just wipe with a damp cloth."
1054,1054,/us/en/images/products/hemnes-daybed-with-drawers-mattresses-white__0636371_PE697851_S4.JPG,"With this daybed you quickly and easily create space for overnight guests. Just pull out the bed base and you get a double bed in no time. The large drawers have space for extra comforters, pillows, linens or other things you need to store, but want to have close at hand. The high frame creates a cozy cocoon feeling, and is lacquered so that it's easy to maintain. You will get allover support and comfort with the resilient foam mattress. With some soft, fluffy pillows as back support, you easily transform this day bed into a comfortable sofa. The mattress is approved for seating, as the zipper is placed on the bottom."
2144,2144,/us/en/images/products/patar-press-coffee-dark-roast__0548138_PE656984_S4.JPG,"A mediumdark, rich and fruity coffee with notes of dark chocolate and dried fruit. Organic food production aims at sustaining farming practices that are better for people and the planet. UTZ certified coffee: ensures sustainable farming standards and fair conditions for workers. You can easily check the origin of the coffee beans by visiting www.utz.org/IKEA."
2145,2145,/us/en/images/products/patar-signature-coffee-beans__0486013_PE621771_S4.JPG,"A mediumdark coffee with a good body, a fruity acidity and notes of cocoa in the aftertaste for a typically Scandinavian coffee experience. Organic food production aims at sustaining farming practices that are better for people and the planet. UTZ certified coffee: ensures sustainable farming standards and fair conditions for workers. You can easily check the origin of the coffee beans by visiting www.utz.org/IKEA."
2517,2517,/us/en/images/products/skurup-floor-uplight-black__0603619_PE680859_S4.JPG,"You can easily aim the light where you need it because the lamp head is adjustable. For instance, use it as an uplight or aim it to focus on a specific area in the room. The height is adjustable to suit your lighting needs."
2435,2435,/us/en/images/products/skadis-hook-white__0710511_PE727606_S4.JPG,"You can use them individually to hang headphones or brushes, or in pairs to hang larger things like a hammer or broom. Easy to attach and move ‒ no tools needed."
317,317,/us/en/images/products/ikea-pitcher-with-lid__0711276_PE728114_S4.JPG,Also suitable for hot drinks.
1787,1787,/us/en/images/products/mackapar-shoe-storage-cabinet-white__0710722_PE727743_S4.JPG,"If you need more storage, you can place another cabinet on top of the first one. The shelves can be mounted flat or angled so that you can adapt them to the size of the shoes you are storing. Ideal in smaller areas since the sliding doors save space."
2482,2482,/us/en/images/products/skatteby-frame-black__0638542_PE698989_S4.JPG,"Front protection in plastic makes the frame safer to use. The frame is made of plastic, which makes it strong, lightweight and easier to handle. Can also be used without the mat for a larger picture. The mat is acidfree and will not discolor the picture. Available in different sizes."
867,867,/us/en/images/products/gronlid-loveseat-section-green__0577149_PE668623_S4.JPG,"LJUNGEN is a durable cover made of a polyester fabric with a soft, velvety surface and a slightly reflective luster. The cover is easy to keep clean since it is removable and machine washable. 10year limited warrranty. Read about the terms in the limited warranty brochure."
1436,1436,/us/en/images/products/knalla-backpack-white__0711246_PE728091_S4.JPG,Easy to keep on hand since it folds very small and fits in your handbag or briefcase. You can do something good for the environment by using this backpack instead of disposable bags. The shoulder straps are adjustable for a perfect fit. Easy to keep clean since you can wash it in the washing machine.
537,537,/us/en/images/products/eket-cabinet-with-drawers-gray__0474334_PE615056_S4.JPG,"A simple unit can be enough storage for a limited space or the foundation for a larger storage solution if your needs change. You can create your own unique solution by freely combining cabinets of different sizes, with or without doors and drawers. The drawers have integrated pushopeners, so you don’t need knobs or handles and can open the drawer with just a light push."
2163,2163,/us/en/images/products/pjatteryd-picture__0652758_PE707640_S4.JPG,Motif created by Mark Chandon. The picture has extra depth and life because it's printed on high quality canvas. The picture stands out from the wall in an attractive way because it continues around the edges of the canvas. You can personalize your home with artwork that expresses your style.
670,670,/us/en/images/products/fjalla-storage-box-with-lid-gray__0713064_PE729168_S4.JPG,"Easy to pull out as the box has a handle. Fits EKET cabinet, 13¾"" deep, and other storage furniture with shelves which are at least 12"" deep. The label holder makes it easy to mark and find what you are looking for. Easy to assemble and easy to fold it up when you don’t need the box and want to save space."
2650,2650,/us/en/images/products/stockholm-coffee-table__0181245_PE332924_S4.JPG,"The table surface in walnut veneer and legs in solid walnut give a warm, natural feeling to your room. The distinctive grain pattern in the walnut veneer gives each table a unique character. Walnut is a naturally hardwearing material. The surface has been made even more durable by a protective coat of lacquer. You can easily keep track of your newspapers, remote controls and other small things by storing them on the shelf under the table top."
581,581,/us/en/images/products/ektorp-sofa-multicolor__0619738_PE689282_S4.JPG,"Seat cushions filled with high resilience foam and polyester fiber wadding provide comfortable support for your body when seated, and easily regain their shape when you rise. Reversible back cushions filled with polyester fibers provide soft support for your back and two different sides for longer wear. You can place the chaise section to the left or right of the sofa, and switch whenever you like. The cover is easy to keep clean as it is removable and can be machine washed. A range of coordinated covers makes it easy for you to give your furniture a new look. 10year limited warrranty. Read about the terms in the limited warranty brochure."
1188,1188,/us/en/images/products/ikea-food-container__0711436_PE728252_S4.JPG,"Helps you organize dry foods in your cabinets and drawers. The food containers come in different sizes and are stackable, so you can use the space efficiently. The transparent container makes it easy to find what you are looking for, regardless of where it is placed."
1462,1462,/us/en/images/products/koncis-garlic-press__0713019_PE729198_S4.JPG,The insert can be removed for easier cleaning. Also works with unpeeled cloves.
173,173,/us/en/images/products/billy-bottna-bookcase-with-display-shelf-beige__0621058_PE689879_S4.JPG,"Adjustable shelves can be arranged according to your needs. You can put things like magazines, books or drawings on the display shelf while also using the space behind it to hide small things. Surface made from natural wood veneer."
914,914,/us/en/images/products/grundvattnet-colander-gray__0430334_PE584589_S4.JPG,The colander’s flat bottom can be used as a dish drainer for e.g. glasses to free up space on the countertop.
3377,3377,/us/en/images/products/vidga-corner-room-divider-white__0609132_PE684349_S4.JPG,The fixture is easy to mount on the ceiling – only one screw is needed. The rail can be cut to the desired length with a hacksaw. You can use the included connectors to extend the rail for a longer solution.
2324,2324,/us/en/images/products/senior-casserole-with-lid-white__0710341_PE727462_S4.JPG,"25year Limited Warranty. Read about the terms in the Limited Warranty brochure. Made from cast iron, which spreads heat evenly through the pan and retains the heat for a long time. This makes it ideal, for example, for slower cooking such as roasts and casseroles. Steam collects on the inside of the lid and drips down from the knobs. In this way the food bastes itself, which gives a succulent and tasty result. Suitable for all types of cooktops, including induction cooktops. The pan doesn't have to be oiled and is easy to maintain thanks to the matt enameled interior. The pan has extra thick walls and base, which distribute the heat evenly. Shiny enamelled exterior makes the pan easy to clean. Can also be used in the oven since it is made entirely of metal. Using the lid brings the contents of the pot to a boil faster, so that you can save time, energy and money while lowering your environmental impact."
682,682,/us/en/images/products/fjallbo-tv-storage-combination-black__0625394_PE692240_S4.JPG,"This rustic metal and solid wood shelf has an open back, so it’s easy to arrange cords and access power outlets. You can place electronic equipment behind the metal mesh doors since they allow signals to get through from your remote control. The storage unit stands steady on uneven floors since it has adjustable feet."
1396,1396,/us/en/images/products/kivik-sectional-seat-corner-gray__0479948_PE619101_S4.JPG,The cover is easy to keep clean as it is removable and can be machine washed. 10year limited warrranty. Read about the terms in the limited warranty brochure.
151,151,/us/en/images/products/billy-morliden-bookcase-white__0644498_PE702734_S4.JPG,Adjustable shelves can be arranged according to your needs. Narrow shelves help you use small wall spaces effectively by accommodating small items in a minimum of space. A simple unit can be enough storage for a limited space or the foundation for a larger storage solution if your needs change. You can give your door a personal touch by placing photos or fabric between the glass and the panel. Adjustable hinges allow you to adjust the door horizontally and vertically.
2570,2570,/us/en/images/products/socker-plant-pot__0638861_PE699217_S4.JPG,Suitable for both indoor and outdoor use. Galvanized for rust resistance.
1481,1481,/us/en/images/products/kuggis-box-with-lid-white__0713059_PE729163_S4.JPG,"Perfect for arts and crafts, game accessories or other bulky items. Easy to lift and carry thanks to the handles on two sides of the box. If you want to keep both smaller and larger items in the box, add KUGGIS insert. Fits BESTÅ shelf, 15¾"" deep, and other units with shelves which are at least 14⅝"" deep. You can easily stack boxes of different sizes, as they’re made to fit each other. The box is easy to grip and pull out even from a shallow shelf, thanks to the extra handle on the side."
192,192,/us/en/images/products/bottna-bookend-gray__0611766_PE685559_S4.JPG,BOTTNA bookend makes it easier for you to both store your books and display other favorite things on the same shelf in your bookcase.
2,2,/us/en/images/products/allemansratten-mix-for-cream-sauce__0485995_PE621761_S4.JPG,"Easily prepared in minutes. Mix with water in a saucepan and heat. Meatballs with mashed potatoes, cream sauce and lingonberry jam is Sweden’s No.1 dish. Cream sauce should be creamy and aromatic. That’s why every flavor in our mix for cream sauce is released when you add the cream and heat. Make your sauce more exciting. Mix with spices like green peppercorn, herbs like thyme, or your favorite mustard."
130,130,/us/en/images/products/racka-curtain-rod-white__0601963_PE680071_S4.JPG,The length is adjustable. You can easily change the expression of the curtain rod by changing to different finials from our range. The finials are sold separately.
3480,3480,/us/en/images/products/vorda-paring-knife-black__0710377_PE727505_S4.JPG,"Small and handy. Suitable for peeling and trimming fruit and vegetables. Materials in the handle provide a firm grip. Made of molybdenum/vanadium stainless steel, which is why the knives stay sharp for a very long time."
